10120,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-285; 
10121,None,Civil Rights Division; ,11-283; 
10122,None,Criminal Division; ,11-282; 
10123,None,Criminal Division; ,11-281; 
10124,None,Tax Division; ,11-279; 
10125,None,Criminal Division; ,11-278; 
10126,None,Office of Public Affairs; ,11-280; 
10127,None,Criminal Division; ,11-278; 
10128,None,Tax Division; ,11-277; 
10129,None,Civil Rights Division; ,11-276; 
10130,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-276; 
10131,None,Criminal Division; ,11-275; 
10132,None,Criminal Division; ,11-274; 
10133,None,Antitrust Division; ,11-271; 
10134,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-273; 
10135,None,Tax Division; ,11-268; 
10136,None,Civil Division; ,11-270; 
10137,None,Criminal Division; ,11-267; 
10138,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-266; 
10139,None,Criminal Division; ,11-263; 
10140,None,Criminal Division; ,11-262; 
10141,None,Criminal Division; ,11-261; 
10142,None,Criminal Division; ,11-260; 
10143,None,Environment and Natural Resources Division; ,11-258; 
10144,None,Environment and Natural Resources Division; ,11-257; 
10145,None,Criminal Division; ,11-256; 
10146,None,Environment and Natural Resources Division; ,11-253; 
10147,Project Safe Childhood; ,Criminal Division; ,11-251; 
10148,None,Antitrust Division; ,11-249; 
10149,None,Criminal Division; ,11-244; 
10150,None,Office of Public Affairs; ,11-247; 
10151,None,Civil Division; ,11-243; 
10152,None,Criminal Division; ,11-241; 
10153,None,Criminal Division; ,11-242; 
10154,None,Tax Division; ,11-239; 
10155,None,Tax Division; ,11-240; 
10156,None,National Security Division (NSD); ,11-238; 
10157,None,Antitrust Division; ,11-237; 
10158,None,Criminal Division; ,11-236; 
10159,None,National Security Division (NSD); ,11-235; 
10160,None,Environment and Natural Resources Division; ,11-233; 
10161,None,Environment and Natural Resources Division; ,11-227; 
10162,None,Criminal Division; ,11-232; 
10163,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-229; 
10164,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-228; 
10165,None,Tax Division; ,11-221; 
10166,None,Tax Division; ,11-230; 
10167,None,Environment and Natural Resources Division; ,11-226; 
10168,None,Tax Division; ,11-224; 
10169,None,Tax Division; ,11-225; 
10170,None,Office of the Attorney General; ,11-223; 
10171,None,Office of the Attorney General; ,11-222; 
10172,None,Civil Division; ,11-218; 
10173,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-220; 
10174,None,Criminal Division; ,11-215; 
10175,None,Civil Division; ,11-214; 
10176,None,Tax Division; ,11-211; 
10177,None,Criminal Division; ,11-213; 
10178,None,Criminal Division; ,11-212; 
10179,None,Tax Division; ,11-210; 
10180,None,Civil Rights Division; ,11-209; 
10181,None,Criminal Division; ,11-206; 
10182,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-205; 
10183,None,Tax Division; ,11-204; 
10184,None,Tax Division; ,11-203; 
10185,None,Office of the Attorney General; ,11-202; 
10186,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-201; 
10187,None,Office of the Attorney General; ,11-199; 
10188,None,Criminal Division; ,11-198; 
10189,None,Office of the Attorney General; ,11-197; 
10190,None,Criminal Division; ,11-195; 
10191,Consumer Protection; ,Civil Division; ,11-194; 
10192,None,Office of the Attorney General; ,11-193; 
10193,None,Criminal Division; ,11-191; 
10194,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-188; 
10195,None,Environment and Natural Resources Division; ,11-190; 
10196,None,Criminal Division; ,11-189; 
10197,None,Criminal Division; ,11-186; 
10198,None,Criminal Division; ,11-187; 
10199,None,National Security Division (NSD); ,11-184; 
10200,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-182; 
10201,None,Office of the Attorney General; ,11-181; 
10202,None,Criminal Division; ,11-180; 
10203,None,Criminal Division; ,11-179; 
10204,None,Criminal Division; ,11-173; 
10205,None,Criminal Division; ,11-178; 
10206,None,Tax Division; ,11-177; 
10207,None,Criminal Division; ,11-176; 
10208,None,Civil Rights Division; ,11-174; 
10209,None,Criminal Division; ,11-175; 
10210,None,Environment and Natural Resources Division; ,11-143; 
10211,None,Criminal Division; ,11-171; 
10212,None,Tax Division; ,11-170; 
10213,None,Tax Division; ,11-172; 
10214,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-169; 
10215,Project Safe Childhood; ,Criminal Division; ,11-168; 
10216,None,Criminal Division; ,11-167; 
10217,None,National Security Division (NSD); ,11-166; 
10218,None,Tax Division; ,11-165; 
10219,None,Antitrust Division; ,11-162; 
10220,None,Criminal Division; ,11-163; 
10221,None,Antitrust Division; ,11-160; 
10222,None,Criminal Division; ,11-161; 
10223,None,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,11-158; 
10224,None,Tax Division; ,11-157; 
10225,None,Criminal Division; ,11-156; 
10226,None,Criminal Division; ,11-154; 
10227,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-152; 
10228,None,Civil Rights Division; ,11-153; 
10229,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-151; 
10230,None,Criminal Division; ,11-148; 
10231,None,Civil Rights Division; ,11-150; 
10232,None,Civil Rights Division; ,11-149; 
10233,Project Safe Childhood; ,Criminal Division; ,11-147; 
10234,None,Criminal Division; ,11-146; 
10235,None,Civil Division; ,11-144; 
10236,None,Criminal Division; ,11-142; 
10237,None,Criminal Division; ,11-141; 
10238,None,Office of the Attorney General; ,11-140; 
10239,None,National Security Division (NSD); ,11-139; 
10240,None,Criminal Division; ,11-137; 
10241,None,Civil Division; ,11-138; 
10242,None,National Security Division (NSD); ,11-136; 
10243,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-135; 
10244,None,Civil Rights Division; Civil Rights - Disability Rights Section; Office of the Attorney General; ,11-131; 
10245,None,Civil Rights Division; ,11-130; 
10246,None,Criminal Division; ,11-129; 
10247,None,Criminal Division; ,11-126; 
10248,None,Civil Division; ,11-128; 
10249,None,Environment and Natural Resources Division; ,11-127; 
10250,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-124; 
10251,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-125; 
10252,None,Criminal Division; ,11-122; 
10253,None,Civil Rights Division; ,11-123; 
10254,None,Office of Justice Programs (OJP); ,11-121; 
10255,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-120; 
10256,None,Tax Division; ,11-119; 
10257,None,Office of the Attorney General; ,11-118; 
10258,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-116; 
10259,None,Criminal Division; ,11-115; 
10260,None,Civil Division; ,11-117; 
10261,None,Tax Division; ,11-116; 
10262,None,Office of the Deputy Attorney General; ,11-081; 
10263,None,Criminal Division; ,11-112; 
10264,None,Office of the Attorney General; ,11-111; 
10265,None,Environment and Natural Resources Division; ,11-110; 
10266,None,Civil Division; ,11-109; 
10267,None,Criminal Division; ,11-108; 
10268,None,Office of the Attorney General; ,11-107; 
10269,None,Tax Division; ,11-106; 
10270,None,Tax Division; ,11-105; 
10271,None,National Security Division (NSD); ,11-104; 
10272,None,Office of the Attorney General; ,11-101; 
10273,None,Criminal Division; ,11-100; 
10274,None,Office of the Attorney General; ,11-098; 
10275,None,Office of the Attorney General; ,11-095; 
10276,None,Antitrust Division; ,11-093; 
10277,None,Civil Division; ,11-095; 
10278,None,Office of the Associate Attorney General; ,11-094; 
10279,None,Criminal Division; ,11-091; 
10280,None,Civil Rights Division; Civil Rights - Criminal Section; ,11-090; 
10281,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,11-089; 
10282,None,Office of the Attorney General; ,11-088; 
10283,Indian Country Law and Justice; ,Office of the Attorney General; Office on Violence Against Women; ,11-086; 
10284,None,Criminal Division; ,11-085; 
10285,None,National Security Division (NSD); ,11-083; 
10286,None,Civil Division; ,11-078; 
10287,None,Criminal Division; ,11-080; 
10288,None,Office of Public Affairs; ,11-079; 
10289,None,Office of the Attorney General; ,11-077; 
10290,None,Office of Public Affairs; ,11-072; 
10291,None,Criminal Division; ,11-075; 
10292,None,Criminal Division; ,11-074; 
10293,None,Criminal Division; ,11-071; 
10294,None,National Security Division (NSD); ,11-073; 
10295,None,Civil Rights Division; ,11-070; 
10296,None,Criminal Division; ,11-067; 
10297,None,Civil Rights Division; ,11-066; 
10298,None,Civil Rights Division; ,11-065; 
10299,None,National Security Division (NSD); ,11-066; 
10300,None,Civil Rights Division; ,11-065; 
10301,None,Antitrust Division; ,11-061	; 
10302,None,Office of the Attorney General; Office on Violence Against Women; ,11-059; 
10303,None,Office of the Attorney General; ,11-060; 
10304,None,Criminal Division; ,11-056; 
10305,None,Criminal Division; ,11-055; 
10306,None,Criminal Division; ,11-053; 
10307,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-052; 
10308,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,11-051; 
10309,None,Antitrust Division; ,11-049; 
10310,None,Tax Division; ,11-045; 
10311,None,Environment and Natural Resources Division; ,11-043; 
10312,None,Civil Division; ,11-042; 
10313,None,Tax Division; ,11-044; 
10314,None,National Security Division (NSD); ,11-041; 
10315,None,Tax Division; ,11-040; 
10316,None,Tax Division; ,11-038; 
10317,None,Civil Division; ,11-035; 
10318,None,Antitrust Division; ,11-036; 
10319,None,Tax Division; ,11-031; 
10320,None,Environment and Natural Resources Division; ,11-030; 
10321,None,Civil Division; ,11-029; 
10322,None,Tax Division; ,11-026; 
10323,None,National Security Division (NSD); ,11-027; 
10324,None,Criminal Division; ,11-025; 
10325,None,Civil Rights Division; ,11-024; 
10326,None,Tax Division; ,11-023; 
10327,None,Office of Public Affairs; ,11-022; 
10328,None,Criminal Division; ,11-021; 
10329,None,Criminal Division; ,11-020; 
10330,None,Tax Division; ,11-019; 
10331,None,Criminal Division; ,11-018; 
10332,None,Criminal Division; ,11-017; 
10333,None,Tax Division; ,11-016; 
10334,None,Environment and Natural Resources Division; ,11-014; 
10335,None,Criminal Division; ,11-015; 
10336,None,Tax Division; ,11-011; 
10337,None,Criminal Division; ,11-013; 
10338,None,Criminal Division; ,11-012; 
10339,None,Office of the Attorney General; ,11-010; 
10340,None,Criminal Division; ,11-009; 
10341,None,Criminal Division; ,11-008; 
10342,None,Criminal Division; ,11-007; 
10343,None,Civil Division; ,11-006; 
10344,None,Criminal Division; ,11-002; 
10345,None,Office of the Attorney General; ,11-004; 
10346,None,Criminal Division; ,11-003; 
10347,None,Office of the Attorney General; ,11-001; 
10348,None,Civil Division; ,10-1484; 
10349,None,Civil Rights Division; ,10-1483; 
10350,None,Civil Rights Division; ,10-1482; 
10351,None,Criminal Division; ,10-1481; 
10352,None,Environment and Natural Resources Division; ,10-1480; 
10353,None,Civil Rights Division; ,10-1479; 
10354,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1478; 
10355,None,Office of the Attorney General; ,10-1477; 
10356,None,Office of the Attorney General; ,10-1476; 
10357,None,Office of the Attorney General; ,10-1475; 
10358,None,Tax Division; ,10-1473; 
10359,None,Environment and Natural Resources Division; ,10-1472; 
10360,None,Tax Division; ,10-1474; 
10361,None,Civil Division; ,10-1471; 
10362,None,Criminal Division; ,10-1470; 
10363,None,Criminal Division; ,10-1469; 
10364,None,Antitrust Division; ,10-1468; 
10365,None,Antitrust Division; ,10-1467; 
10366,None,Civil Division; ,10-1464; 
10367,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1466; 
10368,None,Civil Rights Division; ,10-1465; 
10369,None,Criminal Division; ,10-1463; 
10370,None,Criminal Division; ,10-1462; 
10371,None,Criminal Division; ,10-1456; 
10372,None,Criminal Division; ,10-1459; 
10373,None,National Security Division (NSD); ,10-1458; 
10374,None,Civil Rights Division; ,10-1460; 
10375,None,Civil Rights Division; ,10-1461; 
10376,None,Criminal Division; ,10-1457; 
10377,None,Criminal Division; ,10-1453; 
10378,None,Civil Rights Division; ,10-1454; 
10379,None,Criminal Division; ,10-1449; 
10380,None,Tax Division; ,10-1451; 
10381,None,Tax Division; ,10-1450; 
10382,None,Criminal Division; ,10-1455; 
10383,None,Office of the Attorney General; ,10-1448; 
10384,None,Civil Division; ,10-1444; 
10385,None,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,10-1446; 
10386,None,Tax Division; ,10-1445; 
10387,Indian Country Law and Justice; ,Office of the Attorney General; ,10-1443; 
10388,None,Office of the Attorney General; ,10-1442; 
10389,Health Care Fraud; ,Criminal Division; ,10-1440; 
10390,None,Criminal Division; ,10-1438; 
10391,None,Criminal Division; ,10-1439; 
10392,None,National Security Division (NSD); ,10-1434; 
10393,None,Antitrust Division; ,10-1435; 
10394,None,Tax Division; ,10-1436; 
10395,None,Criminal Division; ,10-1433; 
10396,None,Civil Rights Division; ,10-1432; 
10397,None,Environment and Natural Resources Division; ,10-1431; 
10398,None,Criminal Division; ,10-1427; 
10399,None,Criminal Division; ,10-1428; 
10400,None,Antitrust Division; ,10-1426; 
10401,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1425; 
10402,None,Civil Rights Division; ,10-1424; 
10403,None,Criminal Division; ,10-1423; 
10404,None,Criminal Division; ,10-1422; 
10405,Indian Country Law and Justice; ,Office of the Attorney General; ,10-1421; 
10406,None,Criminal Division; ,10-1416; 
10407,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1420; 
10408,None,Criminal Division; ,10-1418; 
10409,None,Criminal Division; ,10-1417; 
10410,None,Criminal Division; ,10-1415; 
10411,None,Environment and Natural Resources Division; ,10-1412; 
10412,None,Antitrust Division; ,10-1413; 
10413,None,Office of the Attorney General; ,10-1411; 
10414,None,Environment and Natural Resources Division; ,10-1410; 
10415,None,Environment and Natural Resources Division; ,10-1409; 
10416,None,Antitrust Division; ,10-1405; 
10417,Consumer Protection; ,Civil Rights Division; ,10-1406; 
10418,None,Civil Division; ,10-1402; 
10419,None,Criminal Division; ,10-1399; 
10420,None,Antitrust Division; ,10-1400; 
10421,None,Civil Division; ,10-1398; 
10422,None,Antitrust Division; ,10-1394; 
10423,None,Criminal Division; ,10-1393; 
10424,None,Criminal Division; ,10-1391; 
10425,None,Office of the Attorney General; ,10-1390; 
10426,None,Civil Rights Division; ,10-1385; 
10427,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1384; 
10428,None,Office of Public Affairs; ,10-1383; 
10429,None,Antitrust Division; ,10-1382; 
10430,None,Antitrust Division; ,10-1381; 
10431,None,Antitrust Division; ,10-1378; 
10432,None,Antitrust Division; ,10-1379; 
10433,None,Antitrust Division; ,10-1378; 
10434,None,Antitrust Division; ,10-1376; 
10435,None,Environment and Natural Resources Division; ,10-1375; 
10436,None,Environment and Natural Resources Division; ,10-1374; 
10437,None,Antitrust Division; ,10-1372; 
10438,None,Environment and Natural Resources Division; ,10-1373; 
10439,None,Criminal Division; ,10-1371; 
10440,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1370; 
10441,None,Criminal Division; ,10-1369; 
10442,None,Office of the Attorney General; ,10-1367; 
10443,None,Antitrust Division; ,10-1366; 
10444,None,Criminal Division; ,10-1365; 
10445,None,Civil Rights Division; ,10-1364; 
10446,None,Criminal Division; ,10-1363; 
10447,None,Antitrust Division; ,10-1362; 
10448,None,Antitrust Division; ,10-1360; 
10449,None,Environment and Natural Resources Division; ,10-1350; 
10450,None,Office of the Attorney General; ,10-1357; 
10451,Intellectual Property; ,Office of the Attorney General; ,10-1355; 
10452,None,National Security Division (NSD); ,10-1353; 
10453,None,National Security Division (NSD); ,10-1353; 
10454,Indian Country Law and Justice; ,Office of the Associate Attorney General; ,10-1352; 
10455,None,Civil Division; ,10-1351; 
10456,None,Environment and Natural Resources Division; ,10-1349; 
10457,None,Civil Division; ,10-1348; 
10458,None,Criminal Division; ,10-1346; 
10459,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1347; 
10460,None,Criminal Division; ,10-1345; 
10461,None,Environment and Natural Resources Division; ,10-1343; 
10462,None,Office of the Attorney General; ,10-1344; 
10463,None,Civil Rights Division; ,10-1342; 
10464,None,Antitrust Division; ,10-1341; 
10465,None,Criminal Division; ,10-1340; 
10466,None,Civil Rights Division; ,10-1339; 
10467,None,Civil Division; ,10-1335; 
10468,None,Environment and Natural Resources Division; ,10-1333; 
10469,Access to Justice; ,Office for Access to Justice; ,10-1329; 
10470,None,Civil Division; ,10-1331; 
10471,None,Antitrust Division; ,10-1330; 
10472,None,Criminal Division; ,10-1328; 
10473,None,Criminal Division; ,10-1324; 
10474,None,Tax Division; ,10-1321; 
10475,None,Tax Division; ,10-1323; 
10476,None,Criminal Division; ,10-1322; 
10477,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1319; 
10478,None,Office of the Attorney General; ,10-1318; 
10479,None,Office of Public Affairs; ,10-1315; 
10480,Health Care Fraud; ,Criminal Division; ,10-1316; 
10481,Indian Country Law and Justice; ,Office of the Attorney General; ,10-1314; 
10482,None,Criminal Division; ,10-1313; 
10483,None,Antitrust Division; ,10-1311; 
10484,None,Justice Management Division; ,10-1310; 
10485,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1308; 
10486,None,Civil Division; ,10-1307; 
10487,None,Office of the Attorney General; ,10-1306; 
10488,None,Criminal Division; ,10-1305; 
10489,Tax; ,Tax Division; ,10-1304; 
10490,None,Criminal Division; ,10-1303; 
10491,None,Antitrust Division; ,10-1302; 
10492,None,Criminal Division; ,10-1301; 
10493,None,Criminal Division; ,10-1299; 
10494,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1300; 
10495,None,Environment and Natural Resources Division; ,10-1297; 
10496,None,Environment and Natural Resources Division; ,10-1296; 
10497,None,Antitrust Division; ,10-1295; 
10498,None,Tax Division; ,10-1292; 
10499,None,Tax Division; ,10-1289; 
10500,None,Criminal Division; ,10-1290; 
10501,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1291; 
10502,None,Civil Rights Division; ,10-1288; 
10503,None,Tax Division; ,10-1287; 
10504,None,Civil Rights Division; ,10-1275; 
10505,None,Criminal Division; ,10-1286; 
10506,None,Civil Division; ,10-1284; 
10507,None,Civil Rights Division; ,10-1283; 
10508,None,Tax Division; ,10-1282; 
10509,None,Civil Rights Division; ,10-1280; 
10510,None,Tax Division; ,10-1281; 
10511,None,Civil Division; ,10-1279; 
10512,None,Criminal Division; ,10-1278; 
10513,None,Civil Rights Division; Civil Rights - Educational Opportunities Section; ,10-1276; 
10514,None,Tax Division; ,10-1274; 
10515,None,Antitrust Division; ,10-1273; 
10516,None,Civil Rights Division; ,10-1272; 
10517,None,Civil Division; ,10-1271; 
10518,None,Criminal Division; ,10-1270; 
10519,None,Office of the Attorney General; ,10-1267; 
10520,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1268; 
10521,None,Civil Division; ,10-1266; 
10522,None,Tax Division; ,10-1263; 
10523,None,Tax Division; ,10-1262; 
10524,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1265; 
10525,None,Environment and Natural Resources Division; ,10-1264; 
10526,None,National Security Division (NSD); ,10-1261; 
10527,None,Criminal Division; ,10-1260; 
10528,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1259; 
10529,None,Criminal Division; ,10-1258; 
10530,None,Office of the Attorney General; ,10-1256; 
10531,None,Justice Management Division; ,10-1255; 
10532,None,Criminal Division; ,10-1253; 
10533,None,Environment and Natural Resources Division; ,10-1252; 
10534,None,Criminal Division; ,10-1251; 
10535,None,Criminal Division; ,10-1250; 
10536,Hate Crimes; ,Civil Rights Division; ,10-1249; 
10537,None,Criminal Division; ,10-1248; 
10538,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1247; 
10539,None,Tax Division; ,10-1246; 
10540,None,Tax Division; ,10-1245; 
10541,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1244; 
10542,None,Tax Division; ,10-1242; 
10543,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1241; 
10544,None,Civil Rights Division; Civil Rights - Criminal Section; ,10-1240; 
10545,None,Tax Division; ,10-1238; 
10546,None,Antitrust Division; ,10-1239; 
10547,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1237; 
10548,None,Antitrust Division; ,10-1236; 
10549,None,Civil Rights Division; ,10-1235; 
10550,None,Civil Division; ,10-1234; 
10551,None,Civil Division; ,10-1233; 
10552,None,Criminal Division; ,10-1232; 
10553,None,Criminal Division; ,10-1230; 
10554,Intellectual Property; ,Criminal Division; ,10-1229; 
10555,None,Criminal Division; ,10-1228; 
10556,None,Antitrust Division; ,10-1227; 
10557,None,Antitrust Division; ,10-1226; 
10558,None,Environment and Natural Resources Division; ,10-1224; 
10559,None,Criminal Division; ,10-1223; 
10560,Access to Justice; ,Office for Access to Justice; ,10-1220; 
10561,None,Criminal Division; ,10-1222; 
10562,None,Civil Division; ,10-1219; 
10563,None,Tax Division; ,10-1218; 
10564,None,Criminal Division; ,10-1221; 
10565,None,Office of the Attorney General; ,10-1220; 
10566,None,Criminal Division; ,10-1216; 
10567,None,Criminal Division; ,10-1217; 
10568,None,National Security Division (NSD); ,10-1213; 
10569,None,Office of the Attorney General; ,10-1207; 
10570,None,Criminal Division; ,10-1215; 
10571,None,Antitrust Division; ,10-1214; 
10572,None,Civil Rights Division; ,10-1212; 
10573,None,Office of Public Affairs; ,10-1211; 
10574,None,Environment and Natural Resources Division; ,10-1204; 
10575,None,Criminal Division; ,10-1210; 
10576,None,Tax Division; ,10-1208; 
10577,None,Civil Division; ,10-1205; 
10578,None,Criminal Division; ,10-1202; 
10579,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1203; 
10580,None,Office of the Attorney General; ,10-1201; 
10581,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1200; 
10582,None,Tax Division; ,10-1198; 
10583,None,Civil Rights Division; Civil Rights - Disability Rights Section; ,10-1197; 
10584,None,Criminal Division; ,10-1196; 
10585,None,Tax Division; ,10-1193; 
10586,Hate Crimes; ,Civil Rights Division; Civil Rights - Criminal Section; ,10-1194; 
10587,None,Civil Rights Division; ,10-1195; 
10588,None,Criminal Division; ,10-1192; 
10589,None,National Security Division (NSD); ,10-1191; 
10590,None,Criminal Division; ,10-1189; 
